,Comments,Origin
4707,"No sería más un distractor para que no se hablara de todo lo que falta en el aeropuerto....s
era",Maerker
4708,Siempre aprovechando toda coyuntura para dividir el país. Que pobre señalamiento del que gobierna este gran país.,Maerker
4709,"Pues es lo mismo: ud es el primero en descalificar a la gente cree q dando dadivas le digan amén, clasifica a la gente , chairos, fifis, conservadores y el se cree el inigualable democratA..",Maerker
4710,Para que no se crea que el gobierno es racista y clasista que le vaya dando un local dentro del aeropuerto a la señora de las tlayudas,Maerker
4711,Pues mi opinion es que .en los aeropuertos se necesitan mas personas como la señora luchadora vendiendo su comida mexicana. Faltan mas puestos asi y unos cafesitos de la olla .mejor que el de starbucks. Viva mexico. Y viva AMLO.,Maerker
4712,"POS claro, a poco hicieron alaraca cuando el consejero Presidente del INE se expresó racista de unos mexicanos? La azucena Uresti hizo lo mismo, busco la imagen para darle amarillismo a su nota, una vez más, de periodistas no tienen nada.",Maerker
4713,"Para mi es peor el clasismo de asumir que el Pueblo por ser Pueblo se merece un aeropuerto hecho con materiales de segunda, sin agua, en obra negra y poco funcional porque pues...son pueblo y eso es lo que deben esperar.",Maerker
4714,"Si, así son sr presiso, puros ches fifis, neoliberales, aspiracionistas
, etc. No les haga caso, mejor pongamos un tianguis para que más les duela.",Maerker
4715,Oilo… 😂 el clasista hablando de clase,Maerker
4716,Jajaja que inocente salió obrador . Payaso queriendo desviar la atención de su obra patito,Maerker
4717,"Así es, es el clásismo en su esplendor máximo jaja por qué quieren dejar ver mal las hobras del político en turno, sea buena o mala sea quien sea, lo primero cuando se deja ver este tipo de acciones o obras es el clasismo.",Maerker
4718,"Que haya de todo y para todos los gustos. Toda la comida Mexicana es deliciosa , no se hagan mala leche y disfruten lo bueno",Maerker
4719,Luis Vega,Maerker
4720,"Dejen a la señora que venda lo que quiera !
Mientras ella está haciendo algo productivo ustedes están aquí tirando 💩
Que van a saber ustedes de necesidades y sacrificios
Cuando pagan su Internet para estar escupiendole veneno a otros que si están haciendo algo por ellos mismos!
No sean 💩
Ni basuras! Ó a caso la señora está robando ?🤔",Maerker
4721,Es muy fijado el señor,Maerker
4722,"Un aeropuerto de acuerdo a la mentalidad del presidente, de morena y su 4T🙄🙄🙄🙄",Maerker
4723,"La señora de las tlayudas, junto más gente que MéxicoLibre en todas sus asambleas, si quieren le contamos.",Maerker
4724,"Vergüenza que manipule la información y le lave el coco a los gamborimbos, conformistas y malhechitos!!!",Maerker
4725,Divide y vencerás. Hoy más que nunca necesita la polarización de mexicanos. Perverso,Maerker
4726,Porque su hijito se fue a comer hamburgers a Houston y no se quedó a comer Tlayudas en México? A poco ya es malinchista y Fifi?,Maerker
4727,"Somos mexicanos que se puede esperar de nosotros si nada nos agrada, solo hay que ubicarlos y que sigan trabajando ayudando a levantar la economía",Maerker
4728,"Bajele Sr. Prejidente.
No nos avergonzamos de nuestras raíces y nuestras tradiciones.

Nos avergonzamos de un pésimo Presidente",Maerker
4729,Siempre demostrando ignorancia y justificando los fallos de su gobierno.,Maerker
4730,Un presimiente que quiere que nos sintamos inferiores comer tlalludas como tortas o tacos o no hacen inferiores. El que está poniendo el clasismo,Maerker
4731,"Que cagado Denise, estoy revisando tus publicaciones y las ultimas fueron hace 4 días a el día de hoy, no hay una sola sobre la inauguración del AIFA y lo que publicas es esto??",Maerker
4732,"Si la
Idea es hacer changarros o mercados bueno va pero la idea de la pulcritud y no el tianguis y el desorden es otra",Maerker
4733,En eso estoy completamente de acuerdo con el presidente; que pendejos comentarios!,Maerker
4734,"A mi lo que me indigna es que a esas simples tostadas se les llame TLAYUDAS, es un insulto a la gastronomía oaxaqueña.",Maerker
4735,"Y quién les enseño ? Si no mal recuerdo el mismo que descalifica a las personas con Fifis, neoliberal, conservador, aspiracionista,
que esperaba?🤷",Maerker
4736,Pues mejor que la barda de borolas si quedo!!!,Maerker
4737,"Para empezar el no la puso ahí el también es clasista por que la GN quería sacarla pero por tanto cliente no pudieron, el hace esos comentarios para generar división y que se nos olvide que es una porquería y una burla su aeropuerto",Maerker
4738,"El enemigo de un mexicano, es su propio paisano.",Maerker
4739,Entonces para no ser clasista la gran obra a nivel mundial tendrá tianguis también digo ya q es parte de la cultura nacional ???,Maerker
4740,"Hay ya por favor, ya busquen se otro tema, ya el AIFA ya esta hecho ya traten de llamar la atención con algo que de verdad le interese al público, algo con contenido realmente interesante, que HUEVA DAN",Maerker
4741,A mi modo de ver la oportunidad la aprovecho la señora. No hay empleos ella solo fue y vendió su producto que me imagino no le agrado a loa críticos comunicadores es otra cosa. Y por lo que mencionarlon ayer todavía no se ha concluido el aeropuerto faltaron detallo tes co.mO los puestos de Comida cafeterías etc. Y como buenos mexicanos aprovechamos la oportunidad . Como aquellos que fueron al aeropuerto a la inauguración sin tener vuelo para ir a otro estado... Y si no les gustan las tlayudas no saben lo que se pierden espero que la sólita no le Suba a el precio a sus tlayudas sino ya la perdímos ja ja 🤪🤪🤪🤣🤣🤣,Maerker
4742,Jajaj obviamente eso estuvo planeado es lo que quiere el viejito en que momento se vio que la señora cobrará ?,Maerker
4743,Que bárbaro ya ni la atrasa.,Maerker
4744,Y de que se admiran los reporteros si dijo la verdad,Maerker
4745,Hay níveles. Se nace con clase y se crece con EDUCACIÓN,Maerker
4746,Todavía no te queda claro lo de ser fifi? Son asesinos!!!!!!,Maerker
4747,No es mercado. Yo estoy orgullosa de mis raíces pero hay lugares para todo.,Maerker
4748,"En vez de hacerle promoción a nuestro nuevo AIFA nooo, le echan más porras a las tlayudas jaja eso que? En qué parte del país no existe alguien con negocios así??? Pero no saben que más decir",Maerker
4749,"El colmo
EXACTO.",Maerker
4750,"Mínimo le unieran puesto una mesita a la doñita!!!! Esa comida es deliiii pero del piso a la boca jajajajajjajaja
ja",Maerker
4751,"Si alguien no sabe de cultura, ese es el peje",Maerker
4752,De acuerdo con mi presidente.,Maerker
4753,"🔴 más seguridad en las carreteras , para todos los vehículos que circulamos , en vez de hacer aeropuertos etc colocar cámaras de vídeo vigilancia en tramos carreteros.🔴",Maerker
4754,"Y va desir nuestro querido presidente
Son los adversarios jajaajjaja",Maerker
4755,Si estabien que pidan más seguridad en carretera también que agan antidoping para estar más seguros muchos ya no van a circular por mucho tiempo,Maerker
4756,"🥳un logro más de la 4ta, no pues vamos mejor que nunca",Maerker
4757,Pochota Tuxtla Gtz en éstos momentos,Maerker
4758,Y antidoping 🤭,Maerker
4759,Eso es cosa de lq mafia del poder,Maerker
4760,MaSpanky GS,Maerker
4761,Se hubieran ido al AIFA a bloquear sus entradas,Maerker
4762,Que poca máuser que se pongan a trabajar o que vayan a bloquear a su chgm ya perdí un viaje que tenia secuencia unos pasajeros perdieron su vuelo tienen mié.... en la cabeza esos señores arguenderos,Maerker
4763,"Jose Hobad Alamo Magaña y a los niños que an quedado huérfanos y esperando a que lleguen sus padres cuales arguenderos les responderán, es una manifestación pacífica relájese y que pidan otra cita o tal vez otro vuelo y usted quisa trabaje el día de mañana o quizás los siguientes manifestantes sean miembros de su familia que esta vez les toque a ellos que por la inseguridad ya no pudo llegar, triste pero real...",Maerker
4764,"El pueblo bueno y sabio , sigue protestando , exigiendo , una mejor administración del país , como un señor
JURO poniendo la mano en el pecho sobre una imagen de NUESTRA insignia NACIONAL ,
Respetar la Constitución , Primero los pobres , combatir la corrupción , crecer al 6o/o , reducir la violencia a la mitad , acceso a la salud generalizada , crear universidades para mejorar la educación y el "" sr .""
SOLO DICE MENTIRAS , no ha cumplido NADA de lo que JURO realizar , de ese tamaño es su palabra de
"" hombre "" , asi",Maerker
4765,"Resultado de la incompetencia del gobierno. No resuelve, no propone, se la pasa haciendo circo!!! Entiendo la necesidad de los transportistas,
ojala hubiera otro modo de hacerse oír. Pero bueno el nefasto presidente sordo, ciego...",Maerker
4766,ES SEGURIDAD PARA TODOS EN CARRETERAS... PORQ EN MUCHAS ESTÁ DEL NABO TRANSITARLAS YA SEA D DÍA O D NOCHE 😒😉☠️,Maerker
4767,CANCUN! Bloquearon la única vía qué hay para todos incluyendo Turistas.. y las Autoridades ninguna .. se desaparecieron ..,Maerker
4768,Saben si la México- Cuernavaca esta bloqueada? Gracias,Maerker
4769,Si los de la alianza son los meros chacas.,Maerker
4770,Es,Maerker
4771,Qué quiten los ratas de tránsito ss,Maerker
4772,"Es cierto, aquí en Chiapas, a los concesionarios y dueños de rutas de transporte público en Huixtla ya les están exigiendo cobro de piso, hasta ya han secuestrado choferes, espero los aprehendan a todos, por eso las combis están dejando de correr...",Maerker
4773,Que hermosa eres,Maerker
4774,Mujer hermosa e inteligente,Maerker
4775,Te amo,Maerker
4776,"antes se oia en ""alexa"" pero ya tiene dias que no se transmitre y la unica forma de oirlo en monterrey es por AM.",Maerker
4777,Ojalá alguien de su programa pudiera atender una solicitud,Maerker
4778,Me gusta escuchar me gusta como da las noticias a detalle SRITA DENISE MAERKER 🌹💋,Maerker
4779,Vcomo lo escucho desde Morelia,Maerker
4780,Ojo,Maerker
4781,Porfavor hablar con #semar para inteligencia y colaborar en una misión especial entorno al problema del Fentanilo en Texas,Maerker
4782,son como los politicos arasan con todo pero los politocos lo asen con afuero ya no sepuede confiar ni a cua unirse,Maerker
4783,"No hay gobierno, solo hay corruptos saqueadores!",Maerker
4784,Es una barbaridad pero esto deja.luy claro que los gobiernos no nos sirven para nada,Maerker
4785,Aplausos y abrazos no balazos y el pueblo que papel juega,Maerker
4786,"Perliux Sannil
Isabel Zenil García",Maerker
4787,La realudad de Mexico,Maerker
4788,Fer Sauza Noguez,Maerker
4789,Daniela Jimenez,Maerker
4790,Y el pinché gobierno que prometió pacificar al país ha sido un rotundo fracaso.,Maerker
4791,"QUE CURIOSO Q HAGAN ESO... EN AÑOS D BATALLAR LOS MEXICANOS CON LOS CARTELONES ELLOS NO HACIAN ESO... D ECHO SI ENTRABAN A UN RANCHO SOLO S COMÍAN FRUTAS Y ANIMALES Y SE LLEVABAN LOS VEHÍCULOS NO HACIAN DESTROZOS NI S LLEVABAN LAS COSAS PARA VENDERLAS...
ESTO DA A PENSAR Q SON VULGARES CRIMINALES PAGADOS PARA ATERRORIZAR A LA GENTE Y SACARLA D SUS TIERRAS😒☠️",Maerker
4792,ALGO A D HABER EN ESAS ZONAS PARA Q S DEN ESTOS EVENTOS... DÓNDE NO SEA LITIO O ALGO ASI D MODA PARA Q ESTÉN PROPICIANDO ESTOS DESPLAZAMIENTOS😒😉☠️,Maerker
4793,"Que se puede hacer si, por tantas barbaridades se les dice fuchi caca se les acusa con mamá y se les mandan abrazos...???
La impunidad promueve el incremento de la delincuencia. Por falta de castigo se ha llegado a dónde está el País.",Maerker
4794,"Decia ""Primero los pobres"", pero ellos, son los desplazados ante la inseguridad que existe en muchos poblados. La delincuencia se ha apoderado, ahora los ""abrazo y no balazos"" se los proporciona esta administración,
olvidándose de la seguridad. Pueblos y ciudades sin ley.",Maerker
4795,"LÓPEZ OBRADOR, PROMETISTE QUE HABRÍA RESULTADOS EN LOS PRIMEROS 6 MESES DE TU SEXENIO. 3 AÑOS DESPUÉS, YA SON 49 LOS PERIODISTAS ASESINADOS EN MÉXICO. TU INACCIÓN E INCOMPETENCIA FACILITA LA MATANZA DE PERIODISTAS. EL MENTIROSO Y ASESINO ERES TÚ. TU GESTIÓN ES LA MÁS SANGRIENTA DE LA HISTORIA. ESTOS CADAVERES SON TUYOS.

En 391/2 meses de López Obrador, 49 periodistas han sido asesinados en México. Es decir, 1.25 por mes. En 2022, México nuevamente encabeza la cuenta mundial con 8 periodistas asesinados, 3 en Tijuana, 1 en Veracruz, 2 en Michoacán, 1 en Oaxaca y 1 en la Ciudad de México. Con esta tendencia, México se adelanta a cualquier nación, muy por arriba de la media y más que en Ucrania o Siria, ambas naciones en guerra.",Maerker
4796,Están más preocupados por la revocación,Maerker
4797,Los narcos están allí porque están abandonadas las es cuelas Los padres no las mandan ala escuela a los 15 años están lista para irse y no porque los padres las obliguen ellas quieren marido apenas con 12 años ya quieren marido hay muchos muebles rústicos en todas partes la la república mexicana solo quieren dinero ni en la ciudad mandan a los hijos ala escuela,Maerker
4798,Hay ke acusarlos con sus abuelitos!!!!!!,Maerker
4799,"Yo solo me hago una pregunta, ¿Donde quedaron los ingresos para la Educación, se supone que 2 años NO GASTARON , más que en Nomina de Profesores, Vigilancia de Planteles y el Ahorro de las Escuelas de Tiempo Completo? De haber, Hubo muchos avisos y ahora, no fué NADIE ?",Maerker
4800,No pues lo dijo Emiliano Zapata la tierra es de la gente que la trabaja no pinches malandros,Maerker
4801,"Te informo hoy a la 6.34 de la tarde Hubo muchas balaceras en Colima por la Glorieta del charro y calles Pino Suárez, Javier mina, albarrada y Fátima ve las Redes sociales por Favor informar a Todo el mundo lo que sucede en Colima está Horrible la violencia muertos tiran Granadas y no puedes salir al supermercado ni a Trabajar porque los malos andan en camioneta tiran balazos a los negocios y casas no hay seguridad comentarlo en tu Noticiero Soy Frank",Maerker
4802,"Más de 20 años así están algunas escuelas en Michoacan y en el país qué lástima, qué no las hayan visto o visibilizado antes🤭😔",Maerker
4803,😓No se por que les da risa,Maerker
4804,"Pero el pejidente dice :""abrazos, no balazos""",Maerker
4805,"https://
www.change.org/
p/
inemexico-scjn-e
stoy-a-favor-de
-revocar-el-man
dato-a-lópez-ob
rador/u/
30340258",Maerker
4806,Claro el narco que gana miles de pesos se van a estar poniendo a robarse el cable y todo lo que dicen con ak47 esperando por si llegan los otros a querer robar igual el cable y entonces se armaban los disparos,Maerker
4807,Pero para el inútil de palacio es más importante que se sepa cuánto gana Loret 🙄 pobre México 😞,Maerker
4808,"Ojala que con la rapidez que actuaron para investigar y castigar a Sandra pudieran con Bartlet, José Ramón, Pio, Robledo, Andrés Manuel, Gertz, Bartres, Felipa, y la lista es infinita.......",Maerker
4809,Todo el apoyo a sandra cuevas!!,Maerker
4810,Injusto lo que le hacen a la Alcaldesa,Maerker
4811,"Este escándalo le golpeará fuerte a la jefa de gobierno, para sus aspiraciones futuras.",Maerker
4812,En el gobierno de Chiapas el güero se le comprobó que sustrajo el dinero el y su banda de rateros y a poco los jusgaro no claro que no porque ese dinero fue para el acarreo de la borregada cuando llegó a Chiapas el antes candidato de la República y pagos de los movimientos para las elecciones y otros más atropellos que se cometio durante estuvo como gobernador ahí si no ven solo los que les estorban para hacer sus fechorías,Maerker
4813,Es una hermosura wuaooooo. TA re bien esa plebe oiga .,Maerker
4814,"Jaja y de cuando aca en mex el pais de la impunidad tan rapido la ""justicia""",Maerker
4815,"Solo falta revisar a todos esos alcaldes y su enriquecimiento
inexplicable...
y juzgarlos por alterar el orden y paz publica",Maerker
4816,"Que barbaros, este sistema de justiicia expréss, pero les llegará el karma a la sheinbaun!!!",Maerker
4817,Mexico lindo y querido puro circo.,Maerker
4818,"Se ve dos tres cuanto cuesta la fianza?,,,",Maerker
4819,Todo esto es un teatro y obvio ella ya no l dejaran regresar asu cargo y l jefa de gobierno pondrá a alguien de morena,Maerker
4820,"Si hubiese sido un policía que cometiera delitos así, en menos de 24 horas hubiera quedado detenido, hay prioridades dependiendo del cargo público, así la ""justicia """,Maerker
4821,Bueno pues que no hay personas que puedan remplasar su puesto,Maerker
4822,Simplemente que se aplique la ley,Maerker
4823,"En México es un privilegio tener acceso a la impartición de justicia, solamente se aplica para venganzas políticas.",Maerker
4824,Que bueno,Maerker
4825,"Tenemos un sistema de “justicia” bastante perverso. Basta con una simple denuncia, para apartar del cargo a un alcalde o encarcelar a alguien por años, mientras la procuradoría va “juntando” las supuestas pruebas! Cuando no encuentra las pruebas, entonces puede presentar otros cargos, igualmente infundados, pero deja a la persona detenida más años, mientras se elabora “la carpeta de investigación”!
En 5 o 6 años, con el cambio de régimen político, se cae todo el expediente, porque las “pruebas” son inexistentes y tienen que darle su libertad.
Mientras tanto, alguien se salió con la suya y jamás pagará por haberlo hecho.
Deberíamos exigir que esto cambie, porque es perverso y va en contra de la presunción de inocencia que existe en todas las verdaderas democracias.",Maerker
4826,"OALA ASI ACTUARAN CON LA JEFA DE GOBIERNO, QUIEN NO TIENE LIMITES Y VIOLA CUALQUIER COSA CON TAL DE QUE ELLA Y SU PRESIDENTE QUEDEN BIEN, A VEAMOS AHORA QUIERE LLEVAR A PRISON A QUENES LE ESTORBAN EN SU GOBIERNO. NO FALTA DESTACAR QUE SE LE HA OLVIDADO DAR LA CARA Y MOSTRAR LOQUE PASO EN LALINEA DEL METRO.",Maerker
4827,Una VENGANZA MÀS DE MUGRENA y EL BULTO LÓPEZ ROBADOR! 😡🎭🤥🃏💵☠️,Maerker
4828,"Al rato les llegaron sus tortas y frutsis y un billete de $500 a los acarreados.
Lo bueno es que ya se están acabando los tiempos de la prepotencia de los funcionarios públicos.",Maerker
4829,"Tere BG la verdad no soy morenista ,ni priísta,ni panista ,pero a leguas se le ve que está tipa es una déspota ,grosera ,hay varios vídeos de ella agrediendo a diferente gente y eso no habla bien de ella ,abusa de su poder y gente así no debe estar en cargos políticos,pero cada uno es libre de crear su propio criterio ,desde mi punto de vista ,estuvo bien que se le abriera un juicio para que aprenda a tratar a la gente",Maerker
4830,"Es costumbre negar sus acciones, como cuando había fotos y video de las pelotas con billetes",Maerker
4831,Todo es obra del pejito no quieren que gobierne otro partido en alcaldías solo los de morena,Maerker
4832,"Ya lo logró Sheinbaum, ""recuperar"" a la mala, lo que con votos no pudieron retener, porque si en este caso hubiera estado algún integrante de Morena, por supuesto que no hubieran hecho nada, no son iguales, son peores!!",Maerker
4833,Toda la porra de acarreados al viejo estilo del PRI … puro vendedor ambulante de la Cuauhtémoc esperando su balón $$$,Maerker
4834,"Una mujer violenta, ahh y que curioso atuendo un vestido de 15 mil pesos porta, pero que raro que no les indigne lo que les hizo a los policías!!",Maerker
4835,"Esto es una persecución política, suponiendo que de verdad cacheteó a los policías, si de compara con lo de la L12 donde hubo muertos y no molestaron a ningún funcionario público.",Maerker
4836,Tuvo que llevar a los acarreados,Maerker
4837,"Y la familia del inquilino de Palacio Nacional, incluido el...para cuando?",Maerker
4838,Puro acarreado 😅🤣,Maerker
4839,BASTA a los ABUSOS de poder de Moren@! Lo que le están haciendo a la Delegada electa es TERRIBLE!,Maerker
4840,"Que pena, sacar las agallas que tiene como cualquier otra mexicana. Y esto costarle la Alcaldía y que los cuatreros la quiten PORQUE LA SHEIMBAUM QUIERE DE REGRESO EL PODER DE CÁRTELES DE TEPITO Y DE TODA LA ALCALDÍA Y QUE SE LES ACABABA EL NEGOCITO. NI MODO ESTAMOS BAJO LEYES HECHAS A FAVOR Y SOLO A FAVOR del kks 🤮🤮🤮🤮🤮🤮",Maerker
4841,"Es mucho lo que está en juego, por eso #Sheinbaum no quiere que esté el PAN en la alcaldía Cuauhtémoc ☹️",Maerker
4842,"Bien, las pelotas con billetes de 500 son una prueba de que no era digna del cargo ¿Y para cuándo los demás alcaldes que tienen denuncias y son del partido al poder? 🤔",Maerker
4843,"Que curioso que justo en este sexenio y con un partido opositor a cargo de una alcaldía muy importante que perdió el partido gobernante sucede esto.. yo jamás había visto algo parecido, y dicen que no es persecución política?",Maerker
4844,"Qué vergüenza para los Alcaldes que la apoyan, hay algunos con gran trayectoria para que se rebajen así, Sandra demostró ser una alcaldesa ineficiente, cirquera, discriminadora,
falta de respeto al pueblo y abuso de autoridad.",Maerker
4845,"Lo que da risa es que dicen que los que estaban ahí son vecinos de una alcaldía, es evidente que eran puros acarreados",Maerker
4846,Los que fueron a apoyarla puro pagado,Maerker
4847,"Gritan x una torta y un frutsi y
Al rato ni se acuerdan de los gritones de los lambebotas ahí Alejandra pedistes tu oportunidad todo x abusiva creo q así tratas a tu familia ... Estoy seguro q ya no regresas a tu puesto",Maerker
4848,"Puros acarreados. Al más puro estilo del pri, como ella",Maerker
4849,Curvas que regrese les arde a morena x que se llevó la perla de la corona de CDMX y si fuera un delito el abuso de poder las cárceles estuvieran llenas a qué la justicia y si está ciega,Maerker
4850,Pruebas insuficientes donde la vincularon,Maerker
4851,"Quieren más villes de 500pesos otra vez, hay gente no se dejen manipular por 500pesos hasta niños llevan para q realmente hagan montón, probaré gente la no tener ignoracia, de q esa señora los explota como pelota de 500pesos.",Maerker
4852,"Que poca madre de los de la 4ty a sus compinches cuando los juzgarán, son muchos",Maerker
4853,Que la investiguen a fondo ya que desde qué tomo posesión de la alcaldía Cuahutémoc lo hizo con alfombra roja luces flores y todavía golpea a los policías las autoridades competentes tienen que investigar la a fondo,Maerker
4854,Está rindiendo fruto la pelota con billete de 500 pesos,Maerker
4855,"Que Actúen Rápido ya Está preparada que no gasten Más presupuesto . prepotencia Al 100000/
..Ubicatex No Estás Sola El Pueblo Manda La Ley Actúa",Maerker
4856,"Así de efectivos se hubieran lanzado por el senador. Gobernador de Guerrero el flamante Maspedonio. El si tenía la acusación bien formulada. A pero su compadre el Peje
Lo perdono y nadi lo tocó. El único error de Sandra en pasarse a la oposición y ganarle a la familia de rateros bejarano. Padierna. DIGO.",Maerker
4857,"Cuánto les habrá costado todo ese teatro, claro hablando de dinero y de favores 🤔🤔🤔🧐🧐🧐🧐",Maerker
4858,"Esa gente que grita ,son comerciantes a los que obliga a apoyarla",Maerker
4859,Ratassss todos los políticos son iguales... No importa el partido al que pertenecen....,Maerker
4860,Como es es posible que una mujer pueda más que dos policías.,Maerker
4861,"Es el colmo 🤦 pensé que ya lo había visto todo en la vida! Y no miren a los personas que x una torta y un refresco apoyan a quienes les roban a ojos vistos ,los discriminan etc etc",Maerker
4862,"Q más pasará en México....q descaro...cuand
o los verdaderos culpables andan con cargos en el gobierno ...hasta cuando pío, martinazo, la prima, los hijos, Barllet, ect....",Maerker
4863,Puro açarreado y si no vamos nos castigan,Maerker
4864,La acarreadera de gente *impresionanti*,Maerker
4865,Y el loco de palacio cuando será citado ?,Maerker
4866,Yo apoyo a la Alcaldesa,Maerker
4867,"Me pregunto :
Habrá uniforme a rayas marca CAROLINA Herrera?
podrá comprarlo ?😁",Maerker
4868,Espero que ahi te quedes en la cárcel,Maerker
4869,"Es una prepotente, algo que debe de ser valorado por los ciudadanos antes de votar por este tipo de gente",Maerker
4870,Estos morenos haciendo sus marranadas,Maerker
4871,"Y la secretaria de educación que robaba dinero de los trabajadores del ayuntamiento, ahhhh noooo es gente honrada.
Hermanos recibiendo APORTACIONES para la causa, no es corrupción.
Se mide con diferente vara.
💩🤬💩🤬💩🤬💩🤬💩🤬💩🤬💩🤬💩🤬",Maerker
4872,"Este gobierno ya está de la chingada peor que las otras administracióne
s ocultan información roban,meten a cárcel a opositores menos a los delincuentes ,y pinches obras mierdas de baja calidad q ofrecen",Maerker
4873,Y tu para cuando?,Maerker
4874,Seguro son todos los que agarraron pelotas con billetes de 500 pesos. 😂😂😂,Maerker
4875,"Este es un gobierno que si no le parece te fincan delitos, este es un gobierno que a la linea 12 ya se quedó en el olvido y nadie tubo la culpa, este gobierno es una porquería",Maerker
4876,Se está haciendo justicia al fin 👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾,Maerker
4877,Que manera de corromper la justicia fuera Morena !,Maerker
4878,Cuántos balone$ costarían esos acarreados?,Maerker
4879,"FUERA ÉSTA RATERA Y AGRESORA, LA TAL SANDRA CUEVAS",Maerker
4880,"Perdón x mi ignorancia, de que partido es esta mujer. ??",Maerker
4881,"Lastima, tan bonitas pelotas que aventaba!!",Maerker
4882,Los JUECES de México aplican las leyes sólo cuando obtienen beneficios económicos para ellos.,Maerker
4883,Este caso está armado por Morena y Sheinbaum,Maerker
4884,"Un par de años al bote.

Ya saldrá si es que gana la oposición. Pero si gana Claudia S ufff se queda otros 6 años en la cárcel.",Maerker
4885,O la amenazaron o le llegaron al precio para quitarla de en medio,Maerker
4886,Puro borrego,Maerker
4887,"Y al bejarano nunca le hicieron esto!! Tranzas , terquedad de seguir robando en Cuauhtémoc",Maerker
4888,No está sola.,Maerker
4889,Hasta dónde llega Morena oara recuperar la delegación. 🤬🤬🤬🤬,Maerker
4890,Es el vivito rostro del nepotismo y corrupción esa señora,Maerker
4891,"Los policías son lo peor de la escala social en México, así como mintieron y se están haciendo las víctimas, así de esa manera mienten para fabricar delitos a gente inocente, y al delincuente lo dejan libre porqué les da dinero, que mal por esta señora que sin duda esta siendo ""víctima"" politica por ser de un partido contrincante",Maerker
4892,Puro comerciante.,Maerker
4893,"Y la Profra. Delfina, también la van a llevar a juicio y la van a meter en la cárcel por quitarle el dinero a sus empleados y mandarlo a MORENA cuando fue Presidenta municipal de Texcoco?",Maerker
4894,Cuánto pagan por ir a ser propaganda 😂😂😂😂😂😭😭,Maerker
4895,Puros acarreados pues así si ban de mitoteros por dinero,Maerker
4896,Va a ser vecina de Rosario Robles!,Maerker
4897,"Me descepcionan..p
ero por eso estamos jodidos..",Maerker
4898,"Pues de una ves q le den años ya q está preparada para ir a precio , me da lástima escuchar esa frase , (estoy lista para ir a prisión), bueno sus seguidores les diré algo una opinión , enfoquen su tiempo para metas de sus propias vidas y sus hijos , y sean seguidores proactivos y evolucionarlos,
,,,,,,,(estoy lista para ir a prisión) ( soy culpable y si me castigan lo acepto, ), solo opine al mismo tiempo resperando los derechos de cada uno de mis hermanos mexicanos ,",Maerker
4899,Dictadura sheiuban linea 12 cuando,Maerker
4900,"En proceso libertad.
leyes hechas a medida de los políticos saben que pueden caer",Maerker
4901,Si dicen que roba es déspota y haci la defienden .pero bueno la gente defirnden a los corruptos🤦🤦,Maerker
4902,"ya era hora de hacer justicia,nomás porque son autoridad se creen intocables;viva
MORENA 100%,aunque les duela algunas!!!",Maerker
4903,Ahora se ase la martir ojala la encarcelen nadie por encima de la ley,Maerker
4904,"A qué hora le toca a Lia limón, esa todavía es peor.",Maerker
4905,Sin lugar a dudas va a ser la próxima jefa de gobierno del Distrito Federal o gobernadora de la Ciudad de México porque los mexicanos vemos como morena está cometiendo una gran injusticia con esta señora,Maerker
4906,Yo si creo que cometió los delitos de que se le acusa. Acarrea gente para que la apoyen. Su perfil es de prepotente!!!!!,Maerker
4907,"Sandra ""N"" PRI PAN ISTA; la ley se aplica como dijo tu compadre Riki Rikin raterin.",Maerker
4908,"Que se vayan de México.
México para mexicanos.",Maerker
4909,Aralau Vallejo,Maerker
4910,Que paguen polleros también no se vale,Maerker
4911,Esta raro por que de Varsovia hay vuelos a Miami y de miami a CDMX,Maerker
4912,Pedro Estrada Ascevedo vamos a Tijuana a adoptar una ucraniana,Maerker
4913,Esto me recuerda a los CUBANOS...a ellos los dejaron entrar así...así nomas ...política de darle en la madre a Rusia y quedan bien ellos... MONTAJE bien armado.,Maerker
4914,"ya la otan está interviniendo desde hace rato primero generando el conflicto Rusia sólo responde, además de donde llega tanto pertrechos y suministros constantemente.
La 3 guerra mundial está más activa que nunca sólo que la mediática oculta que es una guerra entre potencias.
Ucrania es sólo el chivo expiatorio.",Maerker
4915,Hipocresía y conveniencia política la que usa práctica dejando entrar Ucranianos y dejando atrás a haitianos y otros que por su condición de raza son despreciados en esta garita de paso a EEUU,Maerker
4916,Y esto no lo cuentas????,Maerker
4917,"Esos si pasan directo verdad? Ojo azul, piel blanca y los centro americanos que llevan hasta años mendigando una visa umanitaria que? Esos no valen? Para ustedes que son la salvación del mundo! 🤣🤣🤣🤣🤣",Maerker
4918,"Que es un montaje, no se dejen engañar 😅😅🤫",Maerker
4919,Mexico esta en guerra tambien!!,Maerker
4920,Ya an de estar cansados,Maerker
4921,Si piensan que en michuacan es un juego tenemos casi el año fuera de michuacan y no emos resivido asilo y eyos yegan y entran como Pedro por su casa,Maerker
4922,Y eso en que ayuda a los desplazados de México?,Maerker
4923,Juana López,Maerker
